0,0
1,0
2,0
3,0
4,0
5,0
6,0
7,0
8,0
9,2
10,8
11,17
12,28
13,42
14,57
15,72
16,87
17,102
18,118
19,133
20,148
21,164
22,179
23,195
24,209
25,225
26,241
27,256
28,272
29,287
30,303
31,318
32,333
33,348
34,364
35,379
36,395
37,410
38,426
39,442
40,457
41,473
42,488
43,504
44,520
45,535
46,551
47,566
48,583
49,598
50,613
51,629
52,645
53,661
54,676
55,692
56,707
57,723
58,738
59,754
60,769
61,784
62,800
63,816
64,832
65,847
66,863
67,879
68,895
69,910
70,926
71,942
72,958
73,973
74,989
75,1005
76,1021
77,1037
78,1053
79,1068
80,1084
81,1100
82,1116
83,1132
84,1148
85,1164
86,1180
87,1195
88,1211
89,1227
90,1243
91,1259
92,1274
93,1290
94,1306
95,1322
96,1337
97,1353
98,1369
99,1385
100,1401
101,1417
102,1432
103,1448
104,1464
105,1480
106,1496
107,1511
108,1527
109,1543
110,1558
111,1574
112,1590
113,1606
114,1622
115,1638
116,1654
117,1669
118,1685
119,1701
120,1716
121,1733
122,1748
123,1763
124,1780
125,1795
126,1811
127,1827
128,1843
129,1859
130,1873
131,1890
132,1905
133,1920
134,1937
135,1952
136,1967
137,1983
138,1999
139,2014
140,2030
141,2045
142,2061
143,2077
144,2092
145,2108
146,2123
147,2139
148,2154
149,2170
150,2186
151,2200
152,2216
153,2232
154,2247
155,2263
156,2280
157,2295
158,2311
159,2326
160,2341
161,2356
162,2372
163,2387
164,2404
165,2419
166,2434
167,2450
168,2466
169,2482
170,2498
171,2513
172,2529
173,2546
174,2561
175,2576
176,2592
177,2608
178,2624
179,2640
180,2657
181,2673
182,2689
183,2705
184,2721
185,2737
186,2754
187,2770
188,2787
189,2805
190,2822
191,2839
192,2855
193,2872
194,2889
195,2907
196,2924
197,2941
198,2959
199,2977
200,2994
201,3013
202,3032
203,3050
204,3070
205,3088
206,3107
207,3127
208,3147
209,3166
210,3187
211,3208
212,3228
213,3249
214,3271
215,3293
216,3315
217,3338
218,3359
219,3383
220,3405
221,3428
222,3452
223,3478
224,3502
225,3527
226,3552
227,3578
228,3604
229,3631
230,3657
231,3684
232,3711
233,3739
234,3767
235,3795
236,3824
237,3852
238,3882
239,3910
240,3941
241,3970
242,4000
243,4028
244,4051
245,4071
246,4085
247,4092
248,4094
249,4094
250,4094
251,4094
252,4094
253,4095
254,4095
